175 52 134 -1
249 55 137 1
186 42 64 -1
248 47 129 1
181 65 126 -1
180 30 81 -1
232 70 138 1
242 30 87 -1
180 50 130 -1
257 72 155 1
232 23 146 -1
181 31 157 -1
184 59 133 -1
231 28 89 -1
229 62 168 1
150 63 151 1
169 65 85 -1
183 60 139 -1
243 75 156 1
244 60 127 1
182 33 101 -1
174 74 136 -1
221 49 77 1
181 61 103 -1
236 25 134 -1
239 65 145 1
171 49 80 -1
181 14 94 -1
207 64 80 -1
238 56 137 -1
257 54 128 1
231 54 97 -1
251 58 148 -1
166 25 96 -1
180 16 82 -1
239 15 98 -1
174 62 142 -1
196 22 157 -1
229 33 77 -1
190 53 145 1
171 10 155 -1
187 24 96 -1
248 24 89 -1
188 18 137 -1
239 46 151 1
168 33 87 -1
186 58 141 -1
176 48 79 -1
191 28 149 -1
243 65 99 -1
164 21 134 -1
173 26 101 -1
236 19 129 -1
190 21 83 -1
185 29 164 -1
251 44 97 1
243 58 97 1
248 25 91 -1
184 21 167 -1
219 33 105 -1
187 28 95 -1
237 53 93 -1
233 33 159 -1
169 63 89 -1
172 26 76 -1
244 51 136 1
182 65 98 1
191 51 139 1
180 29 105 -1
166 37 146 -1
242 10 80 -1
181 25 106 -1
189 53 91 1
229 44 161 1
179 31 88 -1
238 52 146 1
204 28 93 -1
253 67 140 1
243 76 124 1
222 79 89 -1
225 43 90 -1
222 70 121 1
227 58 93 1
260 63 130 1
186 20 90 -1
247 70 147 1
175 61 83 -1
238 44 96 -1
241 65 84 1
233 35 129 1
257 40 91 1
223 70 151 -1
178 32 101 -1
249 78 87 1
180 25 127 -1
239 13 109 -1
225 74 138 1
182 56 144 1
192 23 151 -1
243 41 143 1
249 64 124 -1
243 55 141 1
187 54 88 -1
237 43 93 -1
237 24 148 1
183 70 90 1
171 16 73 -1
169 10 86 -1
248 51 82 -1
167 44 111 -1
175 18 83 -1
199 66 146 1
188 66 142 -1
183 60 86 1
250 30 136 1
180 54 143 -1
242 52 158 1
241 55 136 1
247 47 84 -1
163 40 87 -1
227 32 128 -1
238 30 94 -1
215 77 152 1
234 41 131 -1
195 41 140 -1
175 37 102 -1
243 28 134 -1
239 40 78 -1
169 31 135 -1
262 52 157 1
236 31 142 -1
170 61 141 -1
238 69 103 -1
197 14 103 -1
183 49 168 1
169 68 116 -1
161 30 74 -1
186 34 141 -1
221 28 126 -1
167 32 130 -1
257 10 86 -1
192 52 77 -1
188 72 157 1
224 52 138 -1
249 53 86 -1
206 31 143 -1
178 52 92 -1
179 59 108 -1
257 25 89 -1
239 40 104 1
182 61 72 -1
167 34 82 -1
182 49 93 -1
185 32 78 1
243 28 103 -1
234 75 154 1
185 20 82 -1
240 31 138 1
185 33 151 -1
248 47 98 -1
240 24 142 1
182 45 149 -1
243 46 150 1
196 21 154 -1
178 34 139 -1
166 58 132 -1
184 50 104 -1
242 41 136 1
234 62 137 1
185 18 142 -1
241 28 132 -1
153 30 80 1
172 25 88 -1
180 22 130 -1
241 47 71 -1
267 30 141 1
260 54 92 1
239 51 141 -1
179 38 100 -1
175 67 141 -1
180 31 91 -1
163 77 142 -1
240 85 92 1
178 15 141 -1
227 53 66 1
179 25 93 -1
227 70 102 -1
259 63 128 1
251 46 126 -1
220 10 128 -1
241 30 76 -1
228 77 146 1
245 62 108 1
184 28 86 -1
243 19 80 -1
193 67 81 1
177 64 85 -1
182 21 147 -1
233 57 144 1
230 63 93 -1
241 81 94 -1
178 40 96 -1
185 43 102 -1
175 35 101 -1
191 29 95 -1
230 21 86 -1
217 57 99 1
194 27 89 -1
226 18 149 -1
279 27 85 -1
173 26 85 -1
172 50 81 -1
177 32 90 -1
245 27 139 -1
249 30 87 -1
254 38 93 1
168 56 91 -1
247 49 89 -1
250 76 130 1
241 38 102 -1
241 28 136 -1
187 51 74 -1
233 60 94 1
190 54 160 1
236 64 102 -1
180 49 148 -1
241 21 100 -1
242 60 137 1
188 41 106 -1
228 45 98 1
238 80 86 1
228 61 105 -1
223 29 96 -1
233 43 142 -1
169 36 128 -1
173 55 97 -1
230 35 112 -1
172 79 94 -1
200 17 85 -1
187 60 89 -1
250 45 135 1
242 37 99 1
183 19 86 -1
173 41 156 -1
172 27 126 -1
237 21 83 1
170 32 88 -1
193 15 142 -1
238 64 83 1
181 33 150 1
249 66 96 1
230 60 94 1
177 19 135 -1
227 71 86 -1
242 34 136 -1
237 47 136 -1
189 83 71 -1
182 23 83 -1
169 43 132 -1
172 19 133 -1
172 51 145 -1
168 31 78 -1
183 42 91 1
163 31 143 -1
182 21 150 -1
186 61 134 1
168 31 145 -1
246 61 80 1
252 82 101 -1
244 38 155 1
181 63 141 -1
242 53 159 1
184 50 97 -1
234 27 150 -1
245 18 150 1
230 25 79 -1
225 16 98 -1
241 60 98 1
237 31 154 -1
241 76 158 1
184 67 97 -1
224 29 139 -1
241 41 162 1
223 47 125 -1
190 74 110 1
178 24 137 -1
181 58 99 -1
244 79 145 1
179 36 127 -1
178 66 141 -1
182 66 145 1
223 33 141 -1
233 39 141 -1
165 68 95 -1
167 53 152 1
188 21 168 -1
196 43 101 -1
191 58 140 -1
217 56 75 -1
232 59 100 -1
177 61 132 -1
169 76 85 -1
239 27 149 -1
182 28 89 -1
157 28 88 -1
195 30 146 -1
231 60 135 -1
233 78 138 1
182 42 95 -1
161 51 147 -1
242 70 84 -1
190 23 78 -1
179 77 137 1
190 30 138 -1
236 37 94 -1
246 47 81 -1
174 13 95 -1
186 81 139 1
175 60 135 -1
186 10 84 1
242 65 84 -1
186 35 169 -1
163 25 98 -1
188 31 80 -1
185 49 90 -1
239 70 94 -1
